Month,Year,Day,Pollutant,Station,Concentration,Units,AveragingPeriod
March,2011,7,PM2.5,San Rafael,20,ug/m3,Daily average
March,2011,8,PM2.5,San Rafael,20,ug/m3,Daily average
March,2011,9,PM2.5,San Rafael,24,ug/m3,Daily average
March,2011,10,PM2.5,San Rafael,23,ug/m3,Daily average
March,2011,11,PM2.5,San Rafael,23,ug/m3,Daily average
March,2011,12,PM2.5,San Rafael,19,ug/m3,Daily average
March,2011,13,PM2.5,San Rafael,17,ug/m3,Daily average
March,2011,14,PM2.5,San Rafael,23,ug/m3,Daily average
March,2011,15,PM2.5,San Rafael,13,ug/m3,Daily average
March,2011,16,PM2.5,San Rafael,23,ug/m3,Daily average
March,2011,17,PM2.5,San Rafael,23,ug/m3,Daily average
March,2011,18,PM2.5,San Rafael,26,ug/m3,Daily average
March,2011,19,PM2.5,San Rafael,8,ug/m3,Daily average
March,2011,20,PM2.5,San Rafael,23,ug/m3,Daily average
March,2011,21,PM2.5,San Rafael,17,ug/m3,Daily average
March,2011,22,PM2.5,San Rafael,10,ug/m3,Daily average
March,2011,23,PM2.5,San Rafael,13,ug/m3,Daily average
March,2011,24,PM2.5,San Rafael,13,ug/m3,Daily average
March,2011,25,PM2.5,San Rafael,12,ug/m3,Daily average
March,2011,26,PM2.5,San Rafael,20,ug/m3,Daily average
March,2011,27,PM2.5,San Rafael,19,ug/m3,Daily average
March,2011,28,PM2.5,San Rafael,21,ug/m3,Daily average
March,2011,29,PM2.5,San Rafael,19,ug/m3,Daily average
March,2011,30,PM2.5,San Rafael,25,ug/m3,Daily average
March,2011,31,PM2.5,San Rafael,9,ug/m3,Daily average
April,2011,1,PM2.5,San Rafael,16,ug/m3,Daily average
April,2011,2,PM2.5,San Rafael,25,ug/m3,Daily average
April,2011,3,PM2.5,San Rafael,16,ug/m3,Daily average
April,2011,4,PM2.5,San Rafael,24,ug/m3,Daily average
April,2011,5,PM2.5,San Rafael,22,ug/m3,Daily average
April,2011,6,PM2.5,San Rafael,23,ug/m3,Daily average
April,2011,7,PM2.5,San Rafael,30,ug/m3,Daily average
April,2011,8,PM2.5,San Rafael,34,ug/m3,Daily average
April,2011,9,PM2.5,San Rafael,25,ug/m3,Daily average
April,2011,10,PM2.5,San Rafael,21,ug/m3,Daily average
April,2011,11,PM2.5,San Rafael,19,ug/m3,Daily average
April,2011,12,PM2.5,San Rafael,20,ug/m3,Daily average
April,2011,13,PM2.5,San Rafael,22,ug/m3,Daily average
April,2011,14,PM2.5,San Rafael,19,ug/m3,Daily average
April,2011,15,PM2.5,San Rafael,21,ug/m3,Daily average
April,2011,16,PM2.5,San Rafael,14,ug/m3,Daily average
April,2011,17,PM2.5,San Rafael,8,ug/m3,Daily average
April,2011,18,PM2.5,San Rafael,13,ug/m3,Daily average
April,2011,19,PM2.5,San Rafael,7,ug/m3,Daily average
April,2011,20,PM2.5,San Rafael,15,ug/m3,Daily average
April,2011,21,PM2.5,San Rafael,20,ug/m3,Daily average
April,2011,22,PM2.5,San Rafael,28,ug/m3,Daily average
April,2011,23,PM2.5,San Rafael,13,ug/m3,Daily average
April,2011,24,PM2.5,San Rafael,12,ug/m3,Daily average
April,2011,25,PM2.5,San Rafael,21,ug/m3,Daily average
April,2011,26,PM2.5,San Rafael,23,ug/m3,Daily average
April,2011,27,PM2.5,San Rafael,22,ug/m3,Daily average
April,2011,28,PM2.5,San Rafael,24,ug/m3,Daily average
April,2011,29,PM2.5,San Rafael,41,ug/m3,Daily average
April,2011,30,PM2.5,San Rafael,17,ug/m3,Daily average
May,2011,1,PM2.5,San Rafael,19,ug/m3,Daily average
May,2011,2,PM2.5,San Rafael,19,ug/m3,Daily average
May,2011,3,PM2.5,San Rafael,33,ug/m3,Daily average
May,2011,4,PM2.5,San Rafael,23,ug/m3,Daily average
May,2011,5,PM2.5,San Rafael,24,ug/m3,Daily average
May,2011,6,PM2.5,San Rafael,22,ug/m3,Daily average
May,2011,7,PM2.5,San Rafael,24,ug/m3,Daily average
May,2011,8,PM2.5,San Rafael,19,ug/m3,Daily average
May,2011,9,PM2.5,San Rafael,22,ug/m3,Daily average
May,2011,10,PM2.5,San Rafael,30,ug/m3,Daily average
May,2011,11,PM2.5,San Rafael,21,ug/m3,Daily average
May,2011,12,PM2.5,San Rafael,28,ug/m3,Daily average
May,2011,13,PM2.5,San Rafael,22,ug/m3,Daily average
May,2011,14,PM2.5,San Rafael,17,ug/m3,Daily average
May,2011,15,PM2.5,San Rafael,11,ug/m3,Daily average
May,2011,16,PM2.5,San Rafael,9,ug/m3,Daily average
May,2011,17,PM2.5,San Rafael,,ug/m3,Daily average
May,2011,18,PM2.5,San Rafael,,ug/m3,Daily average
May,2011,19,PM2.5,San Rafael,16,ug/m3,Daily average
May,2011,20,PM2.5,San Rafael,21,ug/m3,Daily average
May,2011,21,PM2.5,San Rafael,25,ug/m3,Daily average
May,2011,22,PM2.5,San Rafael,10,ug/m3,Daily average
May,2011,23,PM2.5,San Rafael,17,ug/m3,Daily average
May,2011,24,PM2.5,San Rafael,17,ug/m3,Daily average
May,2011,25,PM2.5,San Rafael,16,ug/m3,Daily average
May,2011,26,PM2.5,San Rafael,18,ug/m3,Daily average
May,2011,27,PM2.5,San Rafael,20,ug/m3,Daily average
May,2011,28,PM2.5,San Rafael,12,ug/m3,Daily average
May,2011,29,PM2.5,San Rafael,18,ug/m3,Daily average
May,2011,30,PM2.5,San Rafael,12,ug/m3,Daily average
May,2011,31,PM2.5,San Rafael,15,ug/m3,Daily average
June,2011,1,PM2.5,San Rafael,11,ug/m3,Daily average
June,2011,2,PM2.5,San Rafael,19,ug/m3,Daily average
June,2011,3,PM2.5,San Rafael,12,ug/m3,Daily average
June,2011,4,PM2.5,San Rafael,11,ug/m3,Daily average
June,2011,5,PM2.5,San Rafael,21,ug/m3,Daily average
June,2011,6,PM2.5,San Rafael,19,ug/m3,Daily average
June,2011,7,PM2.5,San Rafael,15,ug/m3,Daily average
June,2011,8,PM2.5,San Rafael,18,ug/m3,Daily average
June,2011,9,PM2.5,San Rafael,20,ug/m3,Daily average
June,2011,10,PM2.5,San Rafael,35,ug/m3,Daily average
June,2011,11,PM2.5,San Rafael,15,ug/m3,Daily average
June,2011,12,PM2.5,San Rafael,17,ug/m3,Daily average
June,2011,13,PM2.5,San Rafael,12,ug/m3,Daily average
June,2011,14,PM2.5,San Rafael,13,ug/m3,Daily average
June,2011,15,PM2.5,San Rafael,23,ug/m3,Daily average
June,2011,16,PM2.5,San Rafael,28,ug/m3,Daily average
June,2011,17,PM2.5,San Rafael,20,ug/m3,Daily average
June,2011,18,PM2.5,San Rafael,13,ug/m3,Daily average
June,2011,19,PM2.5,San Rafael,15,ug/m3,Daily average
June,2011,20,PM2.5,San Rafael,18,ug/m3,Daily average
June,2011,21,PM2.5,San Rafael,12,ug/m3,Daily average
June,2011,22,PM2.5,San Rafael,94,ug/m3,Daily average
June,2011,23,PM2.5,San Rafael,,ug/m3,Daily average
June,2011,24,PM2.5,San Rafael,,ug/m3,Daily average
June,2011,25,PM2.5,San Rafael,,ug/m3,Daily average
June,2011,26,PM2.5,San Rafael,,ug/m3,Daily average
June,2011,27,PM2.5,San Rafael,,ug/m3,Daily average
June,2011,28,PM2.5,San Rafael,,ug/m3,Daily average
June,2011,29,PM2.5,San Rafael,,ug/m3,Daily average
June,2011,30,PM2.5,San Rafael,,ug/m3,Daily average
July,2011,1,PM2.5,San Rafael,,ug/m3,Daily average
July,2011,2,PM2.5,San Rafael,,ug/m3,Daily average
July,2011,3,PM2.5,San Rafael,,ug/m3,Daily average
July,2011,4,PM2.5,San Rafael,,ug/m3,Daily average
July,2011,5,PM2.5,San Rafael,13,ug/m3,Daily average
July,2011,6,PM2.5,San Rafael,8,ug/m3,Daily average
July,2011,7,PM2.5,San Rafael,10,ug/m3,Daily average
July,2011,8,PM2.5,San Rafael,22,ug/m3,Daily average
July,2011,9,PM2.5,San Rafael,28,ug/m3,Daily average
July,2011,10,PM2.5,San Rafael,23,ug/m3,Daily average
July,2011,11,PM2.5,San Rafael,17,ug/m3,Daily average
July,2011,12,PM2.5,San Rafael,9,ug/m3,Daily average
July,2011,13,PM2.5,San Rafael,12,ug/m3,Daily average
July,2011,14,PM2.5,San Rafael,2,ug/m3,Daily average
July,2011,15,PM2.5,San Rafael,,ug/m3,Daily average
July,2011,16,PM2.5,San Rafael,,ug/m3,Daily average
July,2011,17,PM2.5,San Rafael,,ug/m3,Daily average
July,2011,18,PM2.5,San Rafael,,ug/m3,Daily average
July,2011,19,PM2.5,San Rafael,,ug/m3,Daily average
July,2011,20,PM2.5,San Rafael,,ug/m3,Daily average
July,2011,21,PM2.5,San Rafael,,ug/m3,Daily average
July,2011,22,PM2.5,San Rafael,,ug/m3,Daily average
July,2011,23,PM2.5,San Rafael,,ug/m3,Daily average
July,2011,24,PM2.5,San Rafael,,ug/m3,Daily average
July,2011,25,PM2.5,San Rafael,,ug/m3,Daily average
July,2011,26,PM2.5,San Rafael,,ug/m3,Daily average
July,2011,27,PM2.5,San Rafael,6,ug/m3,Daily average
July,2011,28,PM2.5,San Rafael,10,ug/m3,Daily average
July,2011,29,PM2.5,San Rafael,8,ug/m3,Daily average
July,2011,30,PM2.5,San Rafael,20,ug/m3,Daily average
July,2011,31,PM2.5,San Rafael,23,ug/m3,Daily average
August,2011,1,PM2.5,San Rafael,16,ug/m3,Daily average
August,2011,2,PM2.5,San Rafael,10,ug/m3,Daily average
August,2011,3,PM2.5,San Rafael,15,ug/m3,Daily average
August,2011,4,PM2.5,San Rafael,10,ug/m3,Daily average
August,2011,5,PM2.5,San Rafael,8,ug/m3,Daily average
August,2011,6,PM2.5,San Rafael,11,ug/m3,Daily average
August,2011,7,PM2.5,San Rafael,9,ug/m3,Daily average
August,2011,8,PM2.5,San Rafael,17,ug/m3,Daily average
August,2011,9,PM2.5,San Rafael,12,ug/m3,Daily average
August,2011,10,PM2.5,San Rafael,17,ug/m3,Daily average
August,2011,11,PM2.5,San Rafael,16,ug/m3,Daily average
August,2011,12,PM2.5,San Rafael,27,ug/m3,Daily average
August,2011,13,PM2.5,San Rafael,20,ug/m3,Daily average
August,2011,14,PM2.5,San Rafael,15,ug/m3,Daily average
August,2011,15,PM2.5,San Rafael,14,ug/m3,Daily average
August,2011,16,PM2.5,San Rafael,11,ug/m3,Daily average
August,2011,17,PM2.5,San Rafael,17,ug/m3,Daily average
August,2011,18,PM2.5,San Rafael,19,ug/m3,Daily average
August,2011,19,PM2.5,San Rafael,16,ug/m3,Daily average
August,2011,20,PM2.5,San Rafael,34,ug/m3,Daily average
August,2011,21,PM2.5,San Rafael,21,ug/m3,Daily average
August,2011,22,PM2.5,San Rafael,11,ug/m3,Daily average
August,2011,23,PM2.5,San Rafael,19,ug/m3,Daily average
August,2011,24,PM2.5,San Rafael,15,ug/m3,Daily average
August,2011,25,PM2.5,San Rafael,3,ug/m3,Daily average
August,2011,26,PM2.5,San Rafael,4,ug/m3,Daily average
August,2011,27,PM2.5,San Rafael,8,ug/m3,Daily average
August,2011,28,PM2.5,San Rafael,8,ug/m3,Daily average
August,2011,29,PM2.5,San Rafael,27,ug/m3,Daily average
August,2011,30,PM2.5,San Rafael,9,ug/m3,Daily average
August,2011,31,PM2.5,San Rafael,12,ug/m3,Daily average
September,2011,1,PM2.5,San Rafael,26,ug/m3,Daily average
September,2011,2,PM2.5,San Rafael,29,ug/m3,Daily average
September,2011,3,PM2.5,San Rafael,9,ug/m3,Daily average
September,2011,4,PM2.5,San Rafael,16,ug/m3,Daily average
September,2011,5,PM2.5,San Rafael,19,ug/m3,Daily average
September,2011,6,PM2.5,San Rafael,22,ug/m3,Daily average
September,2011,7,PM2.5,San Rafael,16,ug/m3,Daily average
September,2011,8,PM2.5,San Rafael,17,ug/m3,Daily average
September,2011,9,PM2.5,San Rafael,13,ug/m3,Daily average
September,2011,10,PM2.5,San Rafael,9,ug/m3,Daily average
September,2011,11,PM2.5,San Rafael,16,ug/m3,Daily average
September,2011,12,PM2.5,San Rafael,14,ug/m3,Daily average
September,2011,13,PM2.5,San Rafael,12,ug/m3,Daily average
September,2011,14,PM2.5,San Rafael,17,ug/m3,Daily average
September,2011,15,PM2.5,San Rafael,24,ug/m3,Daily average
September,2011,16,PM2.5,San Rafael,20,ug/m3,Daily average
September,2011,17,PM2.5,San Rafael,20,ug/m3,Daily average
September,2011,18,PM2.5,San Rafael,22,ug/m3,Daily average
September,2011,19,PM2.5,San Rafael,26,ug/m3,Daily average
September,2011,20,PM2.5,San Rafael,19,ug/m3,Daily average
September,2011,21,PM2.5,San Rafael,18,ug/m3,Daily average
September,2011,22,PM2.5,San Rafael,22,ug/m3,Daily average
September,2011,23,PM2.5,San Rafael,25,ug/m3,Daily average
September,2011,24,PM2.5,San Rafael,18,ug/m3,Daily average
September,2011,25,PM2.5,San Rafael,10,ug/m3,Daily average
September,2011,26,PM2.5,San Rafael,24,ug/m3,Daily average
September,2011,27,PM2.5,San Rafael,24,ug/m3,Daily average
September,2011,28,PM2.5,San Rafael,17,ug/m3,Daily average
September,2011,29,PM2.5,San Rafael,21,ug/m3,Daily average
September,2011,30,PM2.5,San Rafael,20,ug/m3,Daily average
October,2011,1,PM2.5,San Rafael,11,ug/m3,Daily average
October,2011,2,PM2.5,San Rafael,15,ug/m3,Daily average
October,2011,3,PM2.5,San Rafael,10,ug/m3,Daily average
October,2011,4,PM2.5,San Rafael,19,ug/m3,Daily average
October,2011,5,PM2.5,San Rafael,16,ug/m3,Daily average
October,2011,6,PM2.5,San Rafael,17,ug/m3,Daily average
October,2011,7,PM2.5,San Rafael,20,ug/m3,Daily average
October,2011,8,PM2.5,San Rafael,25,ug/m3,Daily average
October,2011,9,PM2.5,San Rafael,28,ug/m3,Daily average
October,2011,10,PM2.5,San Rafael,8,ug/m3,Daily average
October,2011,11,PM2.5,San Rafael,9,ug/m3,Daily average
October,2011,12,PM2.5,San Rafael,18,ug/m3,Daily average
October,2011,13,PM2.5,San Rafael,23,ug/m3,Daily average
October,2011,14,PM2.5,San Rafael,20,ug/m3,Daily average
October,2011,15,PM2.5,San Rafael,19,ug/m3,Daily average
October,2011,16,PM2.5,San Rafael,43,ug/m3,Daily average
October,2011,17,PM2.5,San Rafael,24,ug/m3,Daily average
October,2011,18,PM2.5,San Rafael,22,ug/m3,Daily average
October,2011,19,PM2.5,San Rafael,18,ug/m3,Daily average
October,2011,20,PM2.5,San Rafael,29,ug/m3,Daily average
October,2011,21,PM2.5,San Rafael,19,ug/m3,Daily average
October,2011,22,PM2.5,San Rafael,16,ug/m3,Daily average
October,2011,23,PM2.5,San Rafael,25,ug/m3,Daily average
October,2011,24,PM2.5,San Rafael,17,ug/m3,Daily average
October,2011,25,PM2.5,San Rafael,23,ug/m3,Daily average
October,2011,26,PM2.5,San Rafael,17,ug/m3,Daily average
October,2011,27,PM2.5,San Rafael,19,ug/m3,Daily average
October,2011,28,PM2.5,San Rafael,24,ug/m3,Daily average
October,2011,29,PM2.5,San Rafael,17,ug/m3,Daily average
October,2011,30,PM2.5,San Rafael,23,ug/m3,Daily average
October,2011,31,PM2.5,San Rafael,26,ug/m3,Daily average
November,2011,1,PM2.5,San Rafael,15,ug/m3,Daily average
November,2011,2,PM2.5,San Rafael,17,ug/m3,Daily average
November,2011,3,PM2.5,San Rafael,22,ug/m3,Daily average
November,2011,4,PM2.5,San Rafael,13,ug/m3,Daily average
November,2011,5,PM2.5,San Rafael,9,ug/m3,Daily average
November,2011,6,PM2.5,San Rafael,13,ug/m3,Daily average
November,2011,7,PM2.5,San Rafael,18,ug/m3,Daily average
November,2011,8,PM2.5,San Rafael,24,ug/m3,Daily average
November,2011,9,PM2.5,San Rafael,33,ug/m3,Daily average
November,2011,10,PM2.5,San Rafael,30,ug/m3,Daily average
November,2011,11,PM2.5,San Rafael,24,ug/m3,Daily average
November,2011,12,PM2.5,San Rafael,18,ug/m3,Daily average
November,2011,13,PM2.5,San Rafael,19,ug/m3,Daily average
November,2011,14,PM2.5,San Rafael,21,ug/m3,Daily average
November,2011,15,PM2.5,San Rafael,18,ug/m3,Daily average
November,2011,16,PM2.5,San Rafael,17,ug/m3,Daily average
November,2011,17,PM2.5,San Rafael,19,ug/m3,Daily average
November,2011,18,PM2.5,San Rafael,15,ug/m3,Daily average
November,2011,19,PM2.5,San Rafael,10,ug/m3,Daily average
November,2011,20,PM2.5,San Rafael,24,ug/m3,Daily average
November,2011,21,PM2.5,San Rafael,22,ug/m3,Daily average
November,2011,22,PM2.5,San Rafael,17,ug/m3,Daily average
November,2011,23,PM2.5,San Rafael,11,ug/m3,Daily average
November,2011,24,PM2.5,San Rafael,16,ug/m3,Daily average
November,2011,25,PM2.5,San Rafael,14,ug/m3,Daily average
November,2011,26,PM2.5,San Rafael,34,ug/m3,Daily average
November,2011,27,PM2.5,San Rafael,42,ug/m3,Daily average
November,2011,28,PM2.5,San Rafael,25,ug/m3,Daily average
November,2011,29,PM2.5,San Rafael,25,ug/m3,Daily average
November,2011,30,PM2.5,San Rafael,13,ug/m3,Daily average
December,2011,1,PM2.5,San Rafael,11,ug/m3,Daily average
December,2011,2,PM2.5,San Rafael,10,ug/m3,Daily average
December,2011,3,PM2.5,San Rafael,20,ug/m3,Daily average
December,2011,4,PM2.5,San Rafael,30,ug/m3,Daily average
December,2011,5,PM2.5,San Rafael,29,ug/m3,Daily average
December,2011,6,PM2.5,San Rafael,32,ug/m3,Daily average
December,2011,7,PM2.5,San Rafael,28,ug/m3,Daily average
December,2011,8,PM2.5,San Rafael,28,ug/m3,Daily average
December,2011,9,PM2.5,San Rafael,47,ug/m3,Daily average
December,2011,10,PM2.5,San Rafael,38,ug/m3,Daily average
December,2011,11,PM2.5,San Rafael,22,ug/m3,Daily average
December,2011,12,PM2.5,San Rafael,29,ug/m3,Daily average
December,2011,13,PM2.5,San Rafael,36,ug/m3,Daily average
December,2011,14,PM2.5,San Rafael,24,ug/m3,Daily average
December,2011,15,PM2.5,San Rafael,20,ug/m3,Daily average
December,2011,16,PM2.5,San Rafael,20,ug/m3,Daily average
December,2011,17,PM2.5,San Rafael,41,ug/m3,Daily average
December,2011,18,PM2.5,San Rafael,27,ug/m3,Daily average
December,2011,19,PM2.5,San Rafael,18,ug/m3,Daily average
December,2011,20,PM2.5,San Rafael,26,ug/m3,Daily average
December,2011,21,PM2.5,San Rafael,42,ug/m3,Daily average
December,2011,22,PM2.5,San Rafael,27,ug/m3,Daily average
December,2011,23,PM2.5,San Rafael,42,ug/m3,Daily average
December,2011,24,PM2.5,San Rafael,56,ug/m3,Daily average
December,2011,25,PM2.5,San Rafael,116,ug/m3,Daily average
December,2011,26,PM2.5,San Rafael,24,ug/m3,Daily average
December,2011,27,PM2.5,San Rafael,34,ug/m3,Daily average
December,2011,28,PM2.5,San Rafael,15,ug/m3,Daily average
December,2011,29,PM2.5,San Rafael,14,ug/m3,Daily average
December,2011,30,PM2.5,San Rafael,18,ug/m3,Daily average
December,2011,31,PM2.5,San Rafael,48,ug/m3,Daily average
January,2012,1,PM2.5,San Rafael,38,ug/m3,Daily average
January,2012,2,PM2.5,San Rafael,24,ug/m3,Daily average
January,2012,3,PM2.5,San Rafael,27,ug/m3,Daily average
January,2012,4,PM2.5,San Rafael,18,ug/m3,Daily average
January,2012,5,PM2.5,San Rafael,16,ug/m3,Daily average
January,2012,6,PM2.5,San Rafael,23,ug/m3,Daily average
January,2012,7,PM2.5,San Rafael,19,ug/m3,Daily average
January,2012,8,PM2.5,San Rafael,17,ug/m3,Daily average
January,2012,9,PM2.5,San Rafael,51,ug/m3,Daily average
January,2012,10,PM2.5,San Rafael,41,ug/m3,Daily average
January,2012,11,PM2.5,San Rafael,24,ug/m3,Daily average
January,2012,12,PM2.5,San Rafael,27,ug/m3,Daily average
January,2012,13,PM2.5,San Rafael,28,ug/m3,Daily average
January,2012,14,PM2.5,San Rafael,32,ug/m3,Daily average
January,2012,15,PM2.5,San Rafael,14,ug/m3,Daily average
January,2012,16,PM2.5,San Rafael,16,ug/m3,Daily average
January,2012,17,PM2.5,San Rafael,26,ug/m3,Daily average
January,2012,18,PM2.5,San Rafael,28,ug/m3,Daily average
January,2012,19,PM2.5,San Rafael,16,ug/m3,Daily average
January,2012,20,PM2.5,San Rafael,10,ug/m3,Daily average
January,2012,21,PM2.5,San Rafael,18,ug/m3,Daily average
January,2012,22,PM2.5,San Rafael,12,ug/m3,Daily average
January,2012,23,PM2.5,San Rafael,24,ug/m3,Daily average
January,2012,24,PM2.5,San Rafael,13,ug/m3,Daily average
January,2012,25,PM2.5,San Rafael,18,ug/m3,Daily average
January,2012,26,PM2.5,San Rafael,9,ug/m3,Daily average
January,2012,27,PM2.5,San Rafael,20,ug/m3,Daily average
January,2012,28,PM2.5,San Rafael,19,ug/m3,Daily average
January,2012,29,PM2.5,San Rafael,19,ug/m3,Daily average
January,2012,30,PM2.5,San Rafael,18,ug/m3,Daily average
January,2012,31,PM2.5,San Rafael,30,ug/m3,Daily average
February,2012,1,PM2.5,San Rafael,11,ug/m3,Daily average
February,2012,2,PM2.5,San Rafael,16,ug/m3,Daily average
February,2012,3,PM2.5,San Rafael,33,ug/m3,Daily average
February,2012,4,PM2.5,San Rafael,21,ug/m3,Daily average
February,2012,5,PM2.5,San Rafael,13,ug/m3,Daily average
February,2012,6,PM2.5,San Rafael,19,ug/m3,Daily average
February,2012,7,PM2.5,San Rafael,17,ug/m3,Daily average
February,2012,8,PM2.5,San Rafael,15,ug/m3,Daily average
February,2012,9,PM2.5,San Rafael,16,ug/m3,Daily average
February,2012,10,PM2.5,San Rafael,11,ug/m3,Daily average
February,2012,11,PM2.5,San Rafael,21,ug/m3,Daily average
February,2012,12,PM2.5,San Rafael,17,ug/m3,Daily average
February,2012,13,PM2.5,San Rafael,19,ug/m3,Daily average
February,2012,14,PM2.5,San Rafael,18,ug/m3,Daily average
February,2012,15,PM2.5,San Rafael,11,ug/m3,Daily average
February,2012,16,PM2.5,San Rafael,10,ug/m3,Daily average
February,2012,17,PM2.5,San Rafael,17,ug/m3,Daily average
February,2012,18,PM2.5,San Rafael,31,ug/m3,Daily average
February,2012,19,PM2.5,San Rafael,18,ug/m3,Daily average
February,2012,20,PM2.5,San Rafael,10,ug/m3,Daily average
February,2012,21,PM2.5,San Rafael,22,ug/m3,Daily average
February,2012,22,PM2.5,San Rafael,15,ug/m3,Daily average
February,2012,23,PM2.5,San Rafael,16,ug/m3,Daily average
February,2012,24,PM2.5,San Rafael,12,ug/m3,Daily average
February,2012,25,PM2.5,San Rafael,36,ug/m3,Daily average
February,2012,26,PM2.5,San Rafael,28,ug/m3,Daily average
February,2012,27,PM2.5,San Rafael,13,ug/m3,Daily average
February,2012,28,PM2.5,San Rafael,10,ug/m3,Daily average
February,2012,29,PM2.5,San Rafael,14,ug/m3,Daily average
March,2012,1,PM2.5,San Rafael,12,ug/m3,Daily average
March,2012,2,PM2.5,San Rafael,16,ug/m3,Daily average
March,2012,3,PM2.5,San Rafael,11,ug/m3,Daily average
March,2012,4,PM2.5,San Rafael,20,ug/m3,Daily average
March,2012,5,PM2.5,San Rafael,21,ug/m3,Daily average
March,2012,6,PM2.5,San Rafael,12,ug/m3,Daily average
March,2012,7,PM2.5,San Rafael,11,ug/m3,Daily average
March,2012,8,PM2.5,San Rafael,16,ug/m3,Daily average
March,2012,9,PM2.5,San Rafael,25,ug/m3,Daily average
March,2012,10,PM2.5,San Rafael,16,ug/m3,Daily average
March,2012,11,PM2.5,San Rafael,19,ug/m3,Daily average
March,2012,12,PM2.5,San Rafael,16,ug/m3,Daily average
March,2012,13,PM2.5,San Rafael,6,ug/m3,Daily average
March,2012,14,PM2.5,San Rafael,4,ug/m3,Daily average
March,2012,15,PM2.5,San Rafael,5,ug/m3,Daily average
March,2012,16,PM2.5,San Rafael,18,ug/m3,Daily average
March,2012,17,PM2.5,San Rafael,23,ug/m3,Daily average
March,2012,18,PM2.5,San Rafael,20,ug/m3,Daily average
March,2012,19,PM2.5,San Rafael,11,ug/m3,Daily average
March,2012,20,PM2.5,San Rafael,11,ug/m3,Daily average
March,2012,21,PM2.5,San Rafael,26,ug/m3,Daily average
March,2012,22,PM2.5,San Rafael,15,ug/m3,Daily average
March,2012,23,PM2.5,San Rafael,13,ug/m3,Daily average
March,2012,24,PM2.5,San Rafael,9,ug/m3,Daily average
March,2012,25,PM2.5,San Rafael,10,ug/m3,Daily average
March,2012,26,PM2.5,San Rafael,7,ug/m3,Daily average
March,2012,27,PM2.5,San Rafael,7,ug/m3,Daily average
March,2012,28,PM2.5,San Rafael,27,ug/m3,Daily average
March,2012,29,PM2.5,San Rafael,27,ug/m3,Daily average
March,2012,30,PM2.5,San Rafael,12,ug/m3,Daily average
