Year,Month,Day,Pollutant,Station,Concentration,Units,AveragingPeriod
May,2015,18,PM2.5,San Rafael,12,ug/m3,Daily average
May,2015,19,PM2.5,San Rafael,10,ug/m3,Daily average
May,2015,20,PM2.5,San Rafael,7,ug/m3,Daily average
May,2015,21,PM2.5,San Rafael,12,ug/m3,Daily average
May,2015,22,PM2.5,San Rafael,16,ug/m3,Daily average
May,2015,23,PM2.5,San Rafael,18,ug/m3,Daily average
May,2015,24,PM2.5,San Rafael,17,ug/m3,Daily average
May,2015,25,PM2.5,San Rafael,15,ug/m3,Daily average
May,2015,26,PM2.5,San Rafael,15,ug/m3,Daily average
May,2015,27,PM2.5,San Rafael,12,ug/m3,Daily average
May,2015,28,PM2.5,San Rafael,10,ug/m3,Daily average
May,2015,29,PM2.5,San Rafael,15,ug/m3,Daily average
May,2015,30,PM2.5,San Rafael,13,ug/m3,Daily average
May,2015,31,PM2.5,San Rafael,19,ug/m3,Daily average
June,2015,1,PM2.5,San Rafael,10,ug/m3,Daily average
June,2015,2,PM2.5,San Rafael,11,ug/m3,Daily average
June,2015,3,PM2.5,San Rafael,11,ug/m3,Daily average
June,2015,4,PM2.5,San Rafael,16,ug/m3,Daily average
June,2015,5,PM2.5,San Rafael,13,ug/m3,Daily average
June,2015,6,PM2.5,San Rafael,7,ug/m3,Daily average
June,2015,7,PM2.5,San Rafael,4,ug/m3,Daily average
June,2015,8,PM2.5,San Rafael,11,ug/m3,Daily average
June,2015,9,PM2.5,San Rafael,12,ug/m3,Daily average
June,2015,10,PM2.5,San Rafael,10,ug/m3,Daily average
June,2015,11,PM2.5,San Rafael,17,ug/m3,Daily average
June,2015,12,PM2.5,San Rafael,19,ug/m3,Daily average
June,2015,13,PM2.5,San Rafael,25,ug/m3,Daily average
June,2015,14,PM2.5,San Rafael,21,ug/m3,Daily average
June,2015,15,PM2.5,San Rafael,21,ug/m3,Daily average
June,2015,16,PM2.5,San Rafael,20,ug/m3,Daily average
June,2015,17,PM2.5,San Rafael,19,ug/m3,Daily average
June,2015,18,PM2.5,San Rafael,23,ug/m3,Daily average
June,2015,19,PM2.5,San Rafael,9,ug/m3,Daily average
June,2015,20,PM2.5,San Rafael,,ug/m3,Daily average
June,2015,21,PM2.5,San Rafael,,ug/m3,Daily average
June,2015,22,PM2.5,San Rafael,,ug/m3,Daily average
June,2015,23,PM2.5,San Rafael,,ug/m3,Daily average
June,2015,24,PM2.5,San Rafael,,ug/m3,Daily average
June,2015,25,PM2.5,San Rafael,11,ug/m3,Daily average
June,2015,26,PM2.5,San Rafael,12,ug/m3,Daily average
June,2015,27,PM2.5,San Rafael,12,ug/m3,Daily average
June,2015,28,PM2.5,San Rafael,21,ug/m3,Daily average
June,2015,29,PM2.5,San Rafael,10,ug/m3,Daily average
June,2015,30,PM2.5,San Rafael,11,ug/m3,Daily average
July,2015,1,PM2.5,San Rafael,15,ug/m3,Daily average
July,2015,2,PM2.5,San Rafael,5,ug/m3,Daily average
July,2015,3,PM2.5,San Rafael,22,ug/m3,Daily average
July,2015,4,PM2.5,San Rafael,5,ug/m3,Daily average
July,2015,5,PM2.5,San Rafael,9,ug/m3,Daily average
July,2015,6,PM2.5,San Rafael,10,ug/m3,Daily average
July,2015,7,PM2.5,San Rafael,14,ug/m3,Daily average
July,2015,8,PM2.5,San Rafael,5,ug/m3,Daily average
July,2015,9,PM2.5,San Rafael,8,ug/m3,Daily average
July,2015,10,PM2.5,San Rafael,5,ug/m3,Daily average
July,2015,11,PM2.5,San Rafael,4,ug/m3,Daily average
July,2015,12,PM2.5,San Rafael,5,ug/m3,Daily average
July,2015,13,PM2.5,San Rafael,11,ug/m3,Daily average
July,2015,14,PM2.5,San Rafael,8,ug/m3,Daily average
July,2015,15,PM2.5,San Rafael,11,ug/m3,Daily average
July,2015,16,PM2.5,San Rafael,5,ug/m3,Daily average
July,2015,17,PM2.5,San Rafael,10,ug/m3,Daily average
July,2015,18,PM2.5,San Rafael,9,ug/m3,Daily average
July,2015,19,PM2.5,San Rafael,8,ug/m3,Daily average
July,2015,20,PM2.5,San Rafael,9,ug/m3,Daily average
July,2015,21,PM2.5,San Rafael,13,ug/m3,Daily average
July,2015,22,PM2.5,San Rafael,12,ug/m3,Daily average
July,2015,23,PM2.5,San Rafael,13,ug/m3,Daily average
July,2015,24,PM2.5,San Rafael,11,ug/m3,Daily average
July,2015,25,PM2.5,San Rafael,6,ug/m3,Daily average
July,2015,26,PM2.5,San Rafael,11,ug/m3,Daily average
July,2015,27,PM2.5,San Rafael,11,ug/m3,Daily average
July,2015,28,PM2.5,San Rafael,14,ug/m3,Daily average
July,2015,29,PM2.5,San Rafael,9,ug/m3,Daily average
July,2015,30,PM2.5,San Rafael,10,ug/m3,Daily average
July,2015,31,PM2.5,San Rafael,11,ug/m3,Daily average
August,2015,1,PM2.5,San Rafael,11,ug/m3,Daily average
August,2015,2,PM2.5,San Rafael,8,ug/m3,Daily average
August,2015,3,PM2.5,San Rafael,6,ug/m3,Daily average
August,2015,4,PM2.5,San Rafael,7,ug/m3,Daily average
August,2015,5,PM2.5,San Rafael,22,ug/m3,Daily average
August,2015,6,PM2.5,San Rafael,12,ug/m3,Daily average
August,2015,7,PM2.5,San Rafael,16,ug/m3,Daily average
August,2015,8,PM2.5,San Rafael,11,ug/m3,Daily average
August,2015,9,PM2.5,San Rafael,5,ug/m3,Daily average
August,2015,10,PM2.5,San Rafael,5,ug/m3,Daily average
August,2015,11,PM2.5,San Rafael,2,ug/m3,Daily average
August,2015,12,PM2.5,San Rafael,11,ug/m3,Daily average
August,2015,13,PM2.5,San Rafael,23,ug/m3,Daily average
August,2015,14,PM2.5,San Rafael,5,ug/m3,Daily average
August,2015,15,PM2.5,San Rafael,107,ug/m3,Daily average
August,2015,16,PM2.5,San Rafael,47,ug/m3,Daily average
August,2015,17,PM2.5,San Rafael,42,ug/m3,Daily average
August,2015,18,PM2.5,San Rafael,25,ug/m3,Daily average
August,2015,19,PM2.5,San Rafael,17,ug/m3,Daily average
August,2015,20,PM2.5,San Rafael,19,ug/m3,Daily average
August,2015,21,PM2.5,San Rafael,21,ug/m3,Daily average
August,2015,22,PM2.5,San Rafael,10,ug/m3,Daily average
August,2015,23,PM2.5,San Rafael,17,ug/m3,Daily average
August,2015,24,PM2.5,San Rafael,26,ug/m3,Daily average
August,2015,25,PM2.5,San Rafael,26,ug/m3,Daily average
August,2015,26,PM2.5,San Rafael,22,ug/m3,Daily average
August,2015,27,PM2.5,San Rafael,18,ug/m3,Daily average
August,2015,28,PM2.5,San Rafael,8,ug/m3,Daily average
August,2015,29,PM2.5,San Rafael,6,ug/m3,Daily average
August,2015,30,PM2.5,San Rafael,8,ug/m3,Daily average
August,2015,31,PM2.5,San Rafael,10,ug/m3,Daily average
September,2015,1,PM2.5,San Rafael,12,ug/m3,Daily average
September,2015,2,PM2.5,San Rafael,15,ug/m3,Daily average
September,2015,3,PM2.5,San Rafael,17,ug/m3,Daily average
September,2015,4,PM2.5,San Rafael,13,ug/m3,Daily average
September,2015,5,PM2.5,San Rafael,19,ug/m3,Daily average
September,2015,6,PM2.5,San Rafael,15,ug/m3,Daily average
September,2015,7,PM2.5,San Rafael,20,ug/m3,Daily average
September,2015,8,PM2.5,San Rafael,16,ug/m3,Daily average
September,2015,9,PM2.5,San Rafael,16,ug/m3,Daily average
September,2015,10,PM2.5,San Rafael,9,ug/m3,Daily average
September,2015,11,PM2.5,San Rafael,18,ug/m3,Daily average
September,2015,12,PM2.5,San Rafael,9,ug/m3,Daily average
September,2015,13,PM2.5,San Rafael,9,ug/m3,Daily average
September,2015,14,PM2.5,San Rafael,10,ug/m3,Daily average
September,2015,15,PM2.5,San Rafael,13,ug/m3,Daily average
September,2015,16,PM2.5,San Rafael,10,ug/m3,Daily average
September,2015,17,PM2.5,San Rafael,17,ug/m3,Daily average
September,2015,18,PM2.5,San Rafael,17,ug/m3,Daily average
September,2015,19,PM2.5,San Rafael,19,ug/m3,Daily average
September,2015,20,PM2.5,San Rafael,16,ug/m3,Daily average
September,2015,21,PM2.5,San Rafael,12,ug/m3,Daily average
September,2015,22,PM2.5,San Rafael,17,ug/m3,Daily average
September,2015,23,PM2.5,San Rafael,24,ug/m3,Daily average
September,2015,24,PM2.5,San Rafael,13,ug/m3,Daily average
September,2015,25,PM2.5,San Rafael,24,ug/m3,Daily average
September,2015,26,PM2.5,San Rafael,17,ug/m3,Daily average
September,2015,27,PM2.5,San Rafael,18,ug/m3,Daily average
September,2015,28,PM2.5,San Rafael,23,ug/m3,Daily average
September,2015,29,PM2.5,San Rafael,19,ug/m3,Daily average
September,2015,30,PM2.5,San Rafael,16,ug/m3,Daily average
October,2015,1,PM2.5,San Rafael,11,ug/m3,Daily average
October,2015,2,PM2.5,San Rafael,23,ug/m3,Daily average
October,2015,3,PM2.5,San Rafael,16,ug/m3,Daily average
October,2015,4,PM2.5,San Rafael,17,ug/m3,Daily average
October,2015,5,PM2.5,San Rafael,19,ug/m3,Daily average
October,2015,6,PM2.5,San Rafael,17,ug/m3,Daily average
October,2015,7,PM2.5,San Rafael,28,ug/m3,Daily average
October,2015,8,PM2.5,San Rafael,21,ug/m3,Daily average
October,2015,9,PM2.5,San Rafael,21,ug/m3,Daily average
October,2015,10,PM2.5,San Rafael,11,ug/m3,Daily average
October,2015,11,PM2.5,San Rafael,19,ug/m3,Daily average
October,2015,12,PM2.5,San Rafael,20,ug/m3,Daily average
October,2015,13,PM2.5,San Rafael,33,ug/m3,Daily average
October,2015,14,PM2.5,San Rafael,14,ug/m3,Daily average
October,2015,15,PM2.5,San Rafael,12,ug/m3,Daily average
October,2015,16,PM2.5,San Rafael,19,ug/m3,Daily average
October,2015,17,PM2.5,San Rafael,12,ug/m3,Daily average
October,2015,18,PM2.5,San Rafael,19,ug/m3,Daily average
October,2015,19,PM2.5,San Rafael,3,ug/m3,Daily average
October,2015,20,PM2.5,San Rafael,15,ug/m3,Daily average
October,2015,21,PM2.5,San Rafael,16,ug/m3,Daily average
October,2015,22,PM2.5,San Rafael,20,ug/m3,Daily average
October,2015,23,PM2.5,San Rafael,19,ug/m3,Daily average
October,2015,24,PM2.5,San Rafael,25,ug/m3,Daily average
October,2015,25,PM2.5,San Rafael,15,ug/m3,Daily average
October,2015,26,PM2.5,San Rafael,14,ug/m3,Daily average
October,2015,27,PM2.5,San Rafael,12,ug/m3,Daily average
October,2015,28,PM2.5,San Rafael,16,ug/m3,Daily average
October,2015,29,PM2.5,San Rafael,11,ug/m3,Daily average
October,2015,30,PM2.5,San Rafael,25,ug/m3,Daily average
October,2015,31,PM2.5,San Rafael,25,ug/m3,Daily average
November,2015,1,PM2.5,San Rafael,13,ug/m3,Daily average
November,2015,2,PM2.5,San Rafael,16,ug/m3,Daily average
November,2015,3,PM2.5,San Rafael,16,ug/m3,Daily average
November,2015,4,PM2.5,San Rafael,12,ug/m3,Daily average
November,2015,5,PM2.5,San Rafael,15,ug/m3,Daily average
November,2015,6,PM2.5,San Rafael,16,ug/m3,Daily average
November,2015,7,PM2.5,San Rafael,27,ug/m3,Daily average
November,2015,8,PM2.5,San Rafael,18,ug/m3,Daily average
November,2015,9,PM2.5,San Rafael,14,ug/m3,Daily average
November,2015,10,PM2.5,San Rafael,18,ug/m3,Daily average
November,2015,11,PM2.5,San Rafael,15,ug/m3,Daily average
November,2015,12,PM2.5,San Rafael,18,ug/m3,Daily average
November,2015,13,PM2.5,San Rafael,,ug/m3,Daily average
November,2015,14,PM2.5,San Rafael,,ug/m3,Daily average
November,2015,15,PM2.5,San Rafael,,ug/m3,Daily average
November,2015,16,PM2.5,San Rafael,,ug/m3,Daily average
November,2015,17,PM2.5,San Rafael,19,ug/m3,Daily average
November,2015,18,PM2.5,San Rafael,13,ug/m3,Daily average
November,2015,19,PM2.5,San Rafael,16,ug/m3,Daily average
November,2015,20,PM2.5,San Rafael,16,ug/m3,Daily average
November,2015,21,PM2.5,San Rafael,26,ug/m3,Daily average
November,2015,22,PM2.5,San Rafael,25,ug/m3,Daily average
November,2015,23,PM2.5,San Rafael,33,ug/m3,Daily average
November,2015,24,PM2.5,San Rafael,15,ug/m3,Daily average
November,2015,25,PM2.5,San Rafael,22,ug/m3,Daily average
November,2015,26,PM2.5,San Rafael,29,ug/m3,Daily average
November,2015,27,PM2.5,San Rafael,26,ug/m3,Daily average
November,2015,28,PM2.5,San Rafael,55,ug/m3,Daily average
November,2015,29,PM2.5,San Rafael,32,ug/m3,Daily average
November,2015,30,PM2.5,San Rafael,16,ug/m3,Daily average
December,2015,1,PM2.5,San Rafael,26,ug/m3,Daily average
December,2015,2,PM2.5,San Rafael,32,ug/m3,Daily average
December,2015,3,PM2.5,San Rafael,27,ug/m3,Daily average
December,2015,4,PM2.5,San Rafael,18,ug/m3,Daily average
December,2015,5,PM2.5,San Rafael,30,ug/m3,Daily average
December,2015,6,PM2.5,San Rafael,16,ug/m3,Daily average
December,2015,7,PM2.5,San Rafael,18,ug/m3,Daily average
December,2015,8,PM2.5,San Rafael,26,ug/m3,Daily average
December,2015,9,PM2.5,San Rafael,15,ug/m3,Daily average
December,2015,10,PM2.5,San Rafael,23,ug/m3,Daily average
December,2015,11,PM2.5,San Rafael,17,ug/m3,Daily average
December,2015,12,PM2.5,San Rafael,11,ug/m3,Daily average
December,2015,13,PM2.5,San Rafael,9,ug/m3,Daily average
December,2015,14,PM2.5,San Rafael,9,ug/m3,Daily average
December,2015,15,PM2.5,San Rafael,21,ug/m3,Daily average
December,2015,16,PM2.5,San Rafael,20,ug/m3,Daily average
December,2015,17,PM2.5,San Rafael,19,ug/m3,Daily average
December,2015,18,PM2.5,San Rafael,18,ug/m3,Daily average
December,2015,19,PM2.5,San Rafael,13,ug/m3,Daily average
December,2015,20,PM2.5,San Rafael,10,ug/m3,Daily average
December,2015,21,PM2.5,San Rafael,9,ug/m3,Daily average
December,2015,22,PM2.5,San Rafael,15,ug/m3,Daily average
December,2015,23,PM2.5,San Rafael,20,ug/m3,Daily average
December,2015,24,PM2.5,San Rafael,18,ug/m3,Daily average
December,2015,25,PM2.5,San Rafael,31,ug/m3,Daily average
December,2015,26,PM2.5,San Rafael,44,ug/m3,Daily average
December,2015,27,PM2.5,San Rafael,35,ug/m3,Daily average
December,2015,28,PM2.5,San Rafael,30,ug/m3,Daily average
December,2015,29,PM2.5,San Rafael,35,ug/m3,Daily average
December,2015,30,PM2.5,San Rafael,29,ug/m3,Daily average
December,2015,31,PM2.5,San Rafael,31,ug/m3,Daily average
January,2016,1,PM2.5,San Rafael,33,ug/m3,Daily average
January,2016,2,PM2.5,San Rafael,16,ug/m3,Daily average
January,2016,3,PM2.5,San Rafael,35,ug/m3,Daily average
January,2016,4,PM2.5,San Rafael,18,ug/m3,Daily average
January,2016,5,PM2.5,San Rafael,10,ug/m3,Daily average
January,2016,6,PM2.5,San Rafael,6,ug/m3,Daily average
January,2016,7,PM2.5,San Rafael,17,ug/m3,Daily average
January,2016,8,PM2.5,San Rafael,22,ug/m3,Daily average
January,2016,9,PM2.5,San Rafael,24,ug/m3,Daily average
January,2016,10,PM2.5,San Rafael,21,ug/m3,Daily average
January,2016,11,PM2.5,San Rafael,26,ug/m3,Daily average
January,2016,12,PM2.5,San Rafael,25,ug/m3,Daily average
January,2016,13,PM2.5,San Rafael,15,ug/m3,Daily average
January,2016,14,PM2.5,San Rafael,14,ug/m3,Daily average
January,2016,15,PM2.5,San Rafael,14,ug/m3,Daily average
January,2016,16,PM2.5,San Rafael,21,ug/m3,Daily average
January,2016,17,PM2.5,San Rafael,17,ug/m3,Daily average
January,2016,18,PM2.5,San Rafael,9,ug/m3,Daily average
January,2016,19,PM2.5,San Rafael,19,ug/m3,Daily average
January,2016,20,PM2.5,San Rafael,18,ug/m3,Daily average
January,2016,21,PM2.5,San Rafael,21,ug/m3,Daily average
January,2016,22,PM2.5,San Rafael,14,ug/m3,Daily average
January,2016,23,PM2.5,San Rafael,18,ug/m3,Daily average
January,2016,24,PM2.5,San Rafael,20,ug/m3,Daily average
January,2016,25,PM2.5,San Rafael,14,ug/m3,Daily average
January,2016,26,PM2.5,San Rafael,17,ug/m3,Daily average
January,2016,27,PM2.5,San Rafael,24,ug/m3,Daily average
January,2016,28,PM2.5,San Rafael,25,ug/m3,Daily average
January,2016,29,PM2.5,San Rafael,18,ug/m3,Daily average
January,2016,30,PM2.5,San Rafael,17,ug/m3,Daily average
January,2016,31,PM2.5,San Rafael,18,ug/m3,Daily average
February,2016,1,PM2.5,San Rafael,20,ug/m3,Daily average
February,2016,2,PM2.5,San Rafael,16,ug/m3,Daily average
February,2016,3,PM2.5,San Rafael,28,ug/m3,Daily average
February,2016,4,PM2.5,San Rafael,23,ug/m3,Daily average
February,2016,5,PM2.5,San Rafael,20,ug/m3,Daily average
February,2016,6,PM2.5,San Rafael,17,ug/m3,Daily average
February,2016,7,PM2.5,San Rafael,22,ug/m3,Daily average
February,2016,8,PM2.5,San Rafael,21,ug/m3,Daily average
February,2016,9,PM2.5,San Rafael,27,ug/m3,Daily average
February,2016,10,PM2.5,San Rafael,22,ug/m3,Daily average
February,2016,11,PM2.5,San Rafael,24,ug/m3,Daily average
February,2016,12,PM2.5,San Rafael,19,ug/m3,Daily average
February,2016,13,PM2.5,San Rafael,14,ug/m3,Daily average
February,2016,14,PM2.5,San Rafael,23,ug/m3,Daily average
February,2016,15,PM2.5,San Rafael,13,ug/m3,Daily average
February,2016,16,PM2.5,San Rafael,34,ug/m3,Daily average
February,2016,17,PM2.5,San Rafael,13,ug/m3,Daily average
February,2016,18,PM2.5,San Rafael,11,ug/m3,Daily average
February,2016,19,PM2.5,San Rafael,19,ug/m3,Daily average
February,2016,20,PM2.5,San Rafael,13,ug/m3,Daily average
February,2016,21,PM2.5,San Rafael,21,ug/m3,Daily average
February,2016,22,PM2.5,San Rafael,13,ug/m3,Daily average
February,2016,23,PM2.5,San Rafael,14,ug/m3,Daily average
February,2016,24,PM2.5,San Rafael,30,ug/m3,Daily average
February,2016,25,PM2.5,San Rafael,22,ug/m3,Daily average
February,2016,26,PM2.5,San Rafael,17,ug/m3,Daily average
February,2016,27,PM2.5,San Rafael,14,ug/m3,Daily average
February,2016,28,PM2.5,San Rafael,22,ug/m3,Daily average
February,2016,29,PM2.5,San Rafael,19,ug/m3,Daily average
March,2016,1,PM2.5,San Rafael,18,ug/m3,Daily average
March,2016,2,PM2.5,San Rafael,18,ug/m3,Daily average
March,2016,3,PM2.5,San Rafael,4,ug/m3,Daily average
March,2016,4,PM2.5,San Rafael,5,ug/m3,Daily average
March,2016,5,PM2.5,San Rafael,3,ug/m3,Daily average
March,2016,6,PM2.5,San Rafael,7,ug/m3,Daily average
March,2016,7,PM2.5,San Rafael,15,ug/m3,Daily average
March,2016,8,PM2.5,San Rafael,11,ug/m3,Daily average
March,2016,9,PM2.5,San Rafael,8,ug/m3,Daily average
March,2016,10,PM2.5,San Rafael,9,ug/m3,Daily average
March,2016,11,PM2.5,San Rafael,8,ug/m3,Daily average
March,2016,12,PM2.5,San Rafael,7,ug/m3,Daily average
March,2016,13,PM2.5,San Rafael,14,ug/m3,Daily average
March,2016,14,PM2.5,San Rafael,15,ug/m3,Daily average
March,2016,15,PM2.5,San Rafael,15,ug/m3,Daily average
March,2016,16,PM2.5,San Rafael,13,ug/m3,Daily average
March,2016,17,PM2.5,San Rafael,15,ug/m3,Daily average
March,2016,18,PM2.5,San Rafael,9,ug/m3,Daily average
March,2016,19,PM2.5,San Rafael,6,ug/m3,Daily average
March,2016,20,PM2.5,San Rafael,7,ug/m3,Daily average
March,2016,21,PM2.5,San Rafael,16,ug/m3,Daily average
March,2016,22,PM2.5,San Rafael,10,ug/m3,Daily average
March,2016,23,PM2.5,San Rafael,10,ug/m3,Daily average
March,2016,24,PM2.5,San Rafael,20,ug/m3,Daily average
March,2016,25,PM2.5,San Rafael,18,ug/m3,Daily average
March,2016,26,PM2.5,San Rafael,13,ug/m3,Daily average
March,2016,27,PM2.5,San Rafael,22,ug/m3,Daily average
March,2016,28,PM2.5,San Rafael,11,ug/m3,Daily average
March,2016,29,PM2.5,San Rafael,9,ug/m3,Daily average
March,2016,30,PM2.5,San Rafael,15,ug/m3,Daily average
March,2016,31,PM2.5,San Rafael,16,ug/m3,Daily average
April,2016,1,PM2.5,San Rafael,15,ug/m3,Daily average
April,2016,2,PM2.5,San Rafael,21,ug/m3,Daily average
April,2016,3,PM2.5,San Rafael,10,ug/m3,Daily average
April,2016,4,PM2.5,San Rafael,16,ug/m3,Daily average
April,2016,5,PM2.5,San Rafael,20,ug/m3,Daily average
April,2016,6,PM2.5,San Rafael,11,ug/m3,Daily average
April,2016,7,PM2.5,San Rafael,14,ug/m3,Daily average
April,2016,8,PM2.5,San Rafael,11,ug/m3,Daily average
April,2016,9,PM2.5,San Rafael,,ug/m3,Daily average
April,2016,10,PM2.5,San Rafael,,ug/m3,Daily average
April,2016,11,PM2.5,San Rafael,,ug/m3,Daily average
April,2016,12,PM2.5,San Rafael,7,ug/m3,Daily average
April,2016,13,PM2.5,San Rafael,16,ug/m3,Daily average
April,2016,14,PM2.5,San Rafael,14,ug/m3,Daily average
April,2016,15,PM2.5,San Rafael,18,ug/m3,Daily average
April,2016,16,PM2.5,San Rafael,7,ug/m3,Daily average
April,2016,17,PM2.5,San Rafael,15,ug/m3,Daily average
April,2016,18,PM2.5,San Rafael,20,ug/m3,Daily average
April,2016,19,PM2.5,San Rafael,13,ug/m3,Daily average
April,2016,20,PM2.5,San Rafael,15,ug/m3,Daily average
April,2016,21,PM2.5,San Rafael,6,ug/m3,Daily average
April,2016,22,PM2.5,San Rafael,11,ug/m3,Daily average
April,2016,23,PM2.5,San Rafael,9,ug/m3,Daily average
April,2016,24,PM2.5,San Rafael,18,ug/m3,Daily average
April,2016,25,PM2.5,San Rafael,21,ug/m3,Daily average
April,2016,26,PM2.5,San Rafael,22,ug/m3,Daily average
April,2016,27,PM2.5,San Rafael,23,ug/m3,Daily average
April,2016,28,PM2.5,San Rafael,16,ug/m3,Daily average
April,2016,29,PM2.5,San Rafael,21,ug/m3,Daily average
April,2016,30,PM2.5,San Rafael,8,ug/m3,Daily average
May,2016,1,PM2.5,San Rafael,15,ug/m3,Daily average
May,2016,2,PM2.5,San Rafael,17,ug/m3,Daily average
May,2016,3,PM2.5,San Rafael,23,ug/m3,Daily average
May,2016,4,PM2.5,San Rafael,11,ug/m3,Daily average
May,2016,5,PM2.5,San Rafael,10,ug/m3,Daily average
May,2016,6,PM2.5,San Rafael,10,ug/m3,Daily average
May,2016,7,PM2.5,San Rafael,7,ug/m3,Daily average
May,2016,8,PM2.5,San Rafael,13,ug/m3,Daily average
May,2016,9,PM2.5,San Rafael,13,ug/m3,Daily average
May,2016,10,PM2.5,San Rafael,18,ug/m3,Daily average
May,2016,11,PM2.5,San Rafael,20,ug/m3,Daily average
May,2016,12,PM2.5,San Rafael,13,ug/m3,Daily average
May,2016,13,PM2.5,San Rafael,12,ug/m3,Daily average
May,2016,14,PM2.5,San Rafael,8,ug/m3,Daily average
May,2016,15,PM2.5,San Rafael,5,ug/m3,Daily average
May,2016,16,PM2.5,San Rafael,12,ug/m3,Daily average
May,2016,17,PM2.5,San Rafael,15,ug/m3,Daily average
May,2016,18,PM2.5,San Rafael,19,ug/m3,Daily average
May,2016,19,PM2.5,San Rafael,12,ug/m3,Daily average
May,2016,20,PM2.5,San Rafael,9,ug/m3,Daily average
May,2016,21,PM2.5,San Rafael,16,ug/m3,Daily average
May,2016,22,PM2.5,San Rafael,12,ug/m3,Daily average
May,2016,23,PM2.5,San Rafael,9,ug/m3,Daily average
May,2016,24,PM2.5,San Rafael,11,ug/m3,Daily average
May,2016,25,PM2.5,San Rafael,14,ug/m3,Daily average
May,2016,26,PM2.5,San Rafael,15,ug/m3,Daily average
May,2016,27,PM2.5,San Rafael,22,ug/m3,Daily average
May,2016,28,PM2.5,San Rafael,18,ug/m3,Daily average
May,2016,29,PM2.5,San Rafael,19,ug/m3,Daily average
May,2016,30,PM2.5,San Rafael,20,ug/m3,Daily average
May,2016,31,PM2.5,San Rafael,10,ug/m3,Daily average
June,2016,1,PM2.5,San Rafael,13,ug/m3,Daily average
June,2016,2,PM2.5,San Rafael,17,ug/m3,Daily average
June,2016,3,PM2.5,San Rafael,19,ug/m3,Daily average
June,2016,4,PM2.5,San Rafael,7,ug/m3,Daily average
June,2016,5,PM2.5,San Rafael,7,ug/m3,Daily average
June,2016,6,PM2.5,San Rafael,5,ug/m3,Daily average
June,2016,7,PM2.5,San Rafael,11,ug/m3,Daily average
June,2016,8,PM2.5,San Rafael,13,ug/m3,Daily average
June,2016,9,PM2.5,San Rafael,19,ug/m3,Daily average
June,2016,10,PM2.5,San Rafael,18,ug/m3,Daily average
June,2016,11,PM2.5,San Rafael,53,ug/m3,Daily average
June,2016,12,PM2.5,San Rafael,18,ug/m3,Daily average
June,2016,13,PM2.5,San Rafael,19,ug/m3,Daily average
June,2016,14,PM2.5,San Rafael,15,ug/m3,Daily average
June,2016,15,PM2.5,San Rafael,15,ug/m3,Daily average
June,2016,16,PM2.5,San Rafael,11,ug/m3,Daily average
June,2016,17,PM2.5,San Rafael,10,ug/m3,Daily average
June,2016,18,PM2.5,San Rafael,15,ug/m3,Daily average
June,2016,19,PM2.5,San Rafael,13,ug/m3,Daily average
June,2016,20,PM2.5,San Rafael,20,ug/m3,Daily average
June,2016,21,PM2.5,San Rafael,22,ug/m3,Daily average
June,2016,22,PM2.5,San Rafael,12,ug/m3,Daily average
June,2016,23,PM2.5,San Rafael,19,ug/m3,Daily average
June,2016,24,PM2.5,San Rafael,13,ug/m3,Daily average
June,2016,25,PM2.5,San Rafael,18,ug/m3,Daily average
June,2016,26,PM2.5,San Rafael,26,ug/m3,Daily average
June,2016,27,PM2.5,San Rafael,15,ug/m3,Daily average
June,2016,28,PM2.5,San Rafael,16,ug/m3,Daily average
June,2016,29,PM2.5,San Rafael,18,ug/m3,Daily average
June,2016,30,PM2.5,San Rafael,21,ug/m3,Daily average
July,2016,1,PM2.5,San Rafael,20,ug/m3,Daily average
July,2016,2,PM2.5,San Rafael,11,ug/m3,Daily average
July,2016,3,PM2.5,San Rafael,28,ug/m3,Daily average
July,2016,4,PM2.5,San Rafael,6,ug/m3,Daily average
July,2016,5,PM2.5,San Rafael,9,ug/m3,Daily average
July,2016,6,PM2.5,San Rafael,21,ug/m3,Daily average
July,2016,7,PM2.5,San Rafael,14,ug/m3,Daily average
July,2016,8,PM2.5,San Rafael,12,ug/m3,Daily average
July,2016,9,PM2.5,San Rafael,5,ug/m3,Daily average
July,2016,10,PM2.5,San Rafael,13,ug/m3,Daily average
July,2016,11,PM2.5,San Rafael,19,ug/m3,Daily average
July,2016,12,PM2.5,San Rafael,17,ug/m3,Daily average
July,2016,13,PM2.5,San Rafael,18,ug/m3,Daily average
July,2016,14,PM2.5,San Rafael,22,ug/m3,Daily average
July,2016,15,PM2.5,San Rafael,12,ug/m3,Daily average
July,2016,16,PM2.5,San Rafael,12,ug/m3,Daily average
July,2016,17,PM2.5,San Rafael,10,ug/m3,Daily average
July,2016,18,PM2.5,San Rafael,8,ug/m3,Daily average
July,2016,19,PM2.5,San Rafael,11,ug/m3,Daily average
July,2016,20,PM2.5,San Rafael,13,ug/m3,Daily average
July,2016,21,PM2.5,San Rafael,16,ug/m3,Daily average
July,2016,22,PM2.5,San Rafael,14,ug/m3,Daily average
July,2016,23,PM2.5,San Rafael,19,ug/m3,Daily average
July,2016,24,PM2.5,San Rafael,19,ug/m3,Daily average
July,2016,25,PM2.5,San Rafael,10,ug/m3,Daily average
July,2016,26,PM2.5,San Rafael,14,ug/m3,Daily average
